;RMS_(µV);rms_sec_(µV/s);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_1_(µV);rms_2_(µV);rms_3_(µV);rms_4_(µV);emg_muscle_1_(µV);emg_muscle_2_(µV);emg_muscle_3_(µV);emg_muscle_4_(µV)
;;;;;;;;;;;3182;-18;5164;-3054
;;;;;;;;;;;-1681;-2973;2668;919
;;;;;;;;;;;-3992;3.21;602;696
;;;;;;;;;;;-2117;4447;3394;4252
;;;;;;;;;;;-2058;-2.54;5.09;7314
;;;;;;;;;;;-2505;-3729;4164;1891
;;;;;;;;;;;-0.1;1226;3066;-1733
;;;;;;;;;;;3173;185;-1028;3029
;;;;;;;;;;;2024;-4007;-2499;4387
;;;;;;;;;;;-567;-2218;184;1347
;;;;;;;;;;;1306;128;-2366;1214
;;;;;;;;;;;-1409;4519;-1507;-319
;;;;;;;;;;;-2292;4309;533;-1836
;;;;;;;;;;;-2315;-4174;-3215;0.87
;;;;;;;;;;;-2741;-3.84;-5.87;1541
;;;;;;;;;;;-41;2492;-2111;-1413
;;;;;;;;;;;-177;3345;212;-918
;;;;;;;;;;;-617;2956;-1.47;-1078
;;;;;;;;;;;-3883;4319;473;-3.13
;;;;;;;;;;;-952;6399;-1363;-4221
;;;;;;;;;;;4675;5257;-2006;-5279
;;;;;;;;;;;1932;6604;-1696;-4.54
;;;;;;;;;;;-2052;6.17;-1214;-1457
;;;;;;;;;;;-1.34;3545;817;-1858
;;;;;;;;;;;696;7007;-442;-1129
;;;;;;;;;;;1442;3436;3327;3963
;;;;;;;;;;;3744;1472;3201;7863
;;;;;;;;;;;1047;264;-158;9871
;;;;;;;;;;;875;-1388;3461;7045
;;;;;;;;;;;3736;-2742;2739;6523
;;;;;;;;;;;4248;-10932;329;2703
;;;;;;;;;;;3498;-8617;2769;-146
;;;;;;;;;;;1403;-11737;25;4275
;;;;;;;;;;;3504;-14405;-3.23;1951
;;;;;;;;;;;1.5;-9763;-416;-371
;;;;;;;;;;;663;-11088;3088;-2706
;;;;;;;;;;;1496;-4769;2207;-8096
;;;;;;;;;;;1018;-4999;-3001;-11024
;;;;;;;;;;;1483;-8909;-4322;-9722
;;;;;;;;;;;-1714;-2335;-3.1;-7488
;;;;;;;;;;;-1551;5.54;1576;-5374
;;;;;;;;;;;-4534;6219;5.85;-4223
;;;;;;;;;;;-4534;4674;1438;-4404
;;;;;;;;;;;-1289;8484;-757;-1071
;;;;;;;;;;;-4444;9974;1408;-705
;;;;;;;;;;;-4271;10724;1706;-1019
;;;;;;;;;;;-4402;9122;1472;-386
;;;;;;;;;;;-4265;6.83;4029;2107
;;;;;;;;;;;-4399;5238;1.6;5885
;;;;;;;;;;;-1.33;-108;-2968;2151
;;;;;;;;;;;1756;1.46;1721;-0.25
;;;;;;;;;;;1.41;2224;2359;-867
;;;;;;;;;;;4819;-5256;1718;-248
;;;;;;;;;;;918;-4608;-1386;2342
;;;;;;;;;;;1612;-2596;-7.76;-219
;;;;;;;;;;;3481;-8249;-4863;-465
;;;;;;;;;;;1199;-2887;-5213;-116
;;;;;;;;;;;3102;3659;-4987;-2
;;;;;;;;;;;384;1;212;3188
;;;;;;;;;;;-167;373;1207;3774
;;;;;;;;;;;-0.8;-86;-3601;6654
;;;;;;;;;;;2792;336;-4918;7822
;;;;;;;;;;;4003;-35;-1056;7241
;;;;;;;;;;;-568;-2.66;1121;2926
;;;;;;;;;;;-328;191;1.82;-4233
;;;;;;;;;;;-1247;572;-5309;4436
;;;;;;;;;;;-1287;581;-7287;6179
;;;;;;;;;;;-2412;816;-2.55;-55
;;;;;;;;;;;-1936;1055;2274;-1424
;;;;;;;;;;;-881;1205;6511;-7549
;;;;;;;;;;;637;1504;2666;-2.39
;;;;;;;;;;;529;4864;488;-2.66
;;;;;;;;;;;15;1852;3.05;-6037
;;;;;;;;;;;-974;-3605;7121;2402
;;;;;;;;;;;-4016;-978;6549;2862
;;;;;;;;;;;0.94;3389;1711;1589
;;;;;;;;;;;804;-759;-2095;-447
;;;;;;;;;;;105;1077;-489;-1985
;;;;;;;;;;;-775;5681;1869;-636
;;;;;;;;;;;-3658;1628;-2668;-2208
;;;;;;;;;;;733;3002;29;-0.78
;;;;;;;;;;;-1345;-1162;4388;834
;;;;;;;;;;;-3673;-5771;4627;-866
;;;;;;;;;;;738;-1089;5373;-2166
;;;;;;;;;;;1507;776;3197;2179
;;;;;;;;;;;-501;-1129;407;7197
;;;;;;;;;;;853;-2094;-1354;5259
;;;;;;;;;;;1206;-1225;-1193;1192
;;;;;;;;;;;3.45;-2099;87;-879
;;;;;;;;;;;2.97;1664;3658;1324
;;;;;;;;;;;-3197;-2237;1323;2203
;;;;;;;;;;;-1195;-7957;-3581;-1656
;;;;;;;;;;;2319;-2373;-696;-3986
;;;;;;;;;;;1103;-2494;-1496;-4669
;;;;;;;;;;;1506;-2417;-2836;-7184
;;;;;;;;;;;3656;-412;-2541;-10.75
;;;;;;;;;;;605;-2388;-5031;-7456
;;;;;;;;;;;167;-4661;-3791;-4461
;;;;;;;;;;;2.83;-2404;-4126;-4849
;;;;;;;;;;;2777;-2729;-2313;-1161
;;;;;;;;;;;5216;-5687;-52;653
;;;;;;;;;;;5229;-576;-1294;-897
;;;;;;;;;;;4693;-3093;1052;-3149
;;;;;;;;;;;1382;-7316;-756;-724
;;;;;;;;;;;-1921;-773;-892;-688
;;;;;;;;;;;-2505;4757;2467;-812
;;;;;;;;;;;-2489;7526;3.19;2066
;;;;;;;;;;;-151;7891;2.38;1798
;;;;;;;;;;;-224;6556;803;8274
;;;;;;;;;;;-727;5068;2221;10199
;;;;;;;;;;;-4397;8785;4127;5549
;;;;;;;;;;;-7358;11553;5161;6.09
;;;;;;;;;;;-8785;5146;815;9071
;;;;;;;;;;;-7857;8748;-1103;8191
;;;;;;;;;;;-4031;11172;158;3196
;;;;;;;;;;;-2354;5777;-4308;1347
;;;;;;;;;;;731;5.4;-3902;3114
;;;;;;;;;;;-3218;-3.53;-1.43;1.07
;;;;;;;;;;;-3707;-9159;-2037;-3544
;;;;;;;;;;;1883;-6739;-7889;-1913
;;;;;;;;;;;1088;-5012;-12619;-4375
;;;;;;;;;;;698;-6707;-8333;-4717
;;;;;;;;;;;2784;-7042;-7841;-2245
;;;;;;;;;;;5563;-3226;-2819;-4529
;;;;;;;;;;;1414;-6208;3201;-0.01
;;;;;;;;;;;1065;-2367;-646;4.59
;;;;;;;;;;;3212;-2554;2.17;5529
;;;;;;;;;;;-528;-7285;4307;1018
;;;;;;;;;;;2082;939;1435;-4114
;;;;;;;;;;;799;305;5927;-2879
;;;;;;;;;;;1083;-1725;7124;1706
;;;;;;;;;;;2068;1736;4329;2.26
;;;;;;;;;;;-2958;-1163;6821;-1776
;;;;;;;;;;;344;2989;5837;1172
;;;;;;;;;;;2167;2736;6.52;732
;;;;;;;;;;;1894;-2204;4483;-3006
;;;;;;;;;;;4094;774;-95;-3096
;;;;;;;;;;;3684;-1545;6556;-4112
;;;;;;;;;;;2833;-982;5344;-3994
;;;;;;;;;;;-445;-1068;2856;-5228
;;;;;;;;;;;-1578;346;4372;-5004
;;;;;;;;;;;1.78;2.5;-537;-3.25
;;;;;;;;;;;3224;-1617;135;-3035
;;;;;;;;;;;1079;3162;-663;-4279
;;;;;;;;;;;-1156;2235;-1141;-4229
;;;;;;;;;;;463;0.94;-716;-2108
;;;;;;;;;;;746;2694;-2467;-2392
;;;;;;;;;;;-3218;1884;2.26;204
;;;;;;;;;;;-3301;6027;-685;2558
;;;;;;;;;;;-801;2777;-4182;-445
;;;;;;;;;;;-4004;17;-1849;1517
;;;;;;;;;;;-4634;459;-4.79;5119
;;;;;;;;;;;-1336;75;-2804;775
;;;;;;;;;;;-2407;-2012;365;-1631
;;;;;;;;;;;-1472;0.03;-3545;-2629
;;;;;;;;;;;-3296;4584;-4069;-2261
;;;;;;;;;;;-4481;-3178;-1079;3.66
;;;;;;;;;;;-1056;-1358;-5652;3267
;;;;;;;;;;;-4291;2849;-7858;4204
;;;;;;;;;;;-1.76;1579;-4198;5833
;;;;;;;;;;;2119;2837;-2485;5017
;;;;;;;;;;;-2277;-2074;-2618;8669
;;;;;;;;;;;-673;-111;-3484;5934
;;;;;;;;;;;3585;47;-3916;2659
;;;;;;;;;;;2687;-3042;-4632;3747
;;;;;;;;;;;0.48;-4161;1091;147
;;;;;;;;;;;2922;-3112;-2663;-1611
;;;;;;;;;;;3832;-2123;-6184;4165
;;;;;;;;;;;3076;-9764;2645;5227
;;;;;;;;;;;4417;-5955;1878;2297
;;;;;;;;;;;81;1545;-905;5805
;;;;;;;;;;;2177;-3317;-2347;6721
;;;;;;;;;;;6308;-6017;-1067;0.13
;;;;;;;;;;;3158;-477;-9.39;-7319
;;;;;;;;;;;3.38;-1465;-13.43;-5.65
;;;;;;;;;;;1091;-3767;2583;52
;;;;;;;;;;;585;48;11058;779
;;;;;;;;;;;2054;-1025;15281;4073
;;;;;;;;;;;-2062;4836;13902;4044
;;;;;;;;;;;-3.23;4625;13265;4605
;;;;;;;;;;;-1502;646;13738;4163
;;;;;;;;;;;-2487;10136;11.68;-4606
;;;;;;;;;;;-3903;9.02;13.91;-5053
;;;;;;;;;;;-1915;3252;7156;-5097
;;;;;;;;;;;-44;2267;-755;-8329
;;;;;;;;;;;1.52;2452;-513;-9079
;;;;;;;;;;;826;5033;6.72;-11981
;;;;;;;;;;;-1431;1584;10154;-16408
;;;;;;;;;;;1.73;-1138;5452;-19215
;;;;;;;;;;;1575;679;2292;-17746
;;;;;;;;;;;-3591;-903;1377;-17746
;;;;;;;;;;;-4756;-3.27;-2456;-9996
;;;;;;;;;;;109;-509;-11888;4832
;;;;;;;;;;;1.23;-934;-16332;12938
;;;;;;;;;;;-2688;-3147;-12974;11763
;;;;;;;;;;;-1924;1628;-11647;7899
;;;;;;;;;;;269;308;-11191;9.38
;;;;;;;;;;;1173;-1673;-6963;8714
;;;;;;;;;;;-213;548;-6534;7028
;;;;;;;;;;;-1871;-1574;-5505;6216
;;;;;;;;;;;-4009;3.67;-2029;4745
;;;;;;;;;;;-1959;5.01;-1261;3613
;;;;;;;;;;;1347;417;-719;2525
;;;;;;;;;;;-2288;-0.42;-457;4133
;;;;;;;;;;;583;-3016;3512;3438
;;;;;;;;;;;3252;472;3104;1743
;;;;;;;;;;;-115;-332;1307;1.35
;;;;;;;;;;;-0.68;-1767;313;2678
;;;;;;;;;;;-778;-544;-1317;5538
;;;;;;;;;;;-1685;-4303;0.53;828
;;;;;;;;;;;-1459;-6547;-1355;-5486
;;;;;;;;;;;3401;-4196;715;-3782
;;;;;;;;;;;3968;3233;-1826;-0.9
;;;;;;;;;;;-749;-1389;-5351;1166
;;;;;;;;;;;116;-2134;509;871
;;;;;;;;;;;1283;1268;674;-2793
;;;;;;;;;;;2388;-4.46;2.76;-0.14
;;;;;;;;;;;3359;-2101;6398;2.79
;;;;;;;;;;;-1504;-896;5055;2249
;;;;;;;;;;;-661;-2089;2579;2492
;;;;;;;;;;;766;-3824;-1779;-1165
;;;;;;;;;;;-1526;-1777;-1.49;-673
;;;;;;;;;;;3.03;2246;727;-1102
;;;;;;;;;;;816;1773;453;-3708
;;;;;;;;;;;-921;5198;3302;-612
;;;;;;;;;;;3.37;2.23;2383;-3588
;;;;;;;;;;;1.15;-4017;2818;-5888
;;;;;;;;;;;41;2551;7503;-3371
;;;;;;;;;;;-15;8547;2314;-4745
;;;;;;;;;;;44;2714;3595;-2969
;;;;;;;;;;;1795;-208;11.02;2637
;;;;;;;;;;;3274;2803;3005;3.89
;;;;;;;;;;;553;3453;-4889;3765
;;;;;;;;;;;-2738;2978;-3488;1907
;;;;;;;;;;;-516;3972;-8.45;1586
;;;;;;;;;;;0.32;337;-12802;3398
;;;;;;;;;;;-1304;-1882;-5.8;2232
;;;;;;;;;;;-3032;-1932;-3392;5166
;;;;;;;;;;;-1772;-4938;-3083;5818
;;;;;;;;;;;-505;-771;116;6969
;;;;;;;;;;;-1951;-2034;-3354;3325
;;;;;;;;;;;-1296;-2511;-5405;-6865
;;;;;;;;;;;1169;886;-392;-5044
;;;;;;;;;;;805;-1254;4.55;3462
;;;;;;;;;;;-1711;971;2842;5406
;;;;;;;;;;;-307;-301;5207;-8238
;;;;;;;;;;;-1417;1442;3383;-14668
;;;;;;;;;;;-1507;3318;-3566;-7958
;;;;;;;;;;;-1088;2312;4345;-7041
;;;;;;;;;;;-2722;3455;8.98;-4678
;;;;;;;;;;;-0.83;-2648;8.7;-2759
;;;;;;;;;;;-3815;175;6023;-7396
;;;;;;;;;;;2269;1841;839;-8164
;;;;;;;;;;;1548;-3356;46;-3681
;;;;;;;;;;;-4262;257;-1018;-1754
;;;;;;;;;;;4254;-3924;406;276
;;;;;;;;;;;1082;-4513;-94;-1869
;;;;;;;;;;;4244;1737;945;-1857
;;;;;;;;;;;3083;-0.38;-2554;4038
;;;;;;;;;;;-1797;-1558;-4616;8135
;;;;;;;;;;;2026;166;-2172;13153
;;;;;;;;;;;-1827;1691;-1035;14647
;;;;;;;;;;;4276;3.23;7249;13347
;;;;;;;;;;;978;2224;2396;14499
;;;;;;;;;;;592;-3389;-2.05;13887
;;;;;;;;;;;3662;-129;-424;10819
;;;;;;;;;;;-3057;2083;-2505;8497
;;;;;;;;;;;281;-2534;-173;6874
;;;;;;;;;;;-685;-1636;-6509;12319
;;;;;;;;;;;3245;-5196;-9171;9092
;;;;;;;;;;;1555;-2061;-7832;-8782
;;;;;;;;;;;-2928;4114;-6032;-22272
;;;;;;;;;;;763;-2223;-101;-30399
;;;;;;;;;;;-3065;-5321;2852;-31.69
;;;;;;;;;;;234;-2194;4634;-27969
;;;;;;;;;;;-415;-2577;-1178;-16125
;;;;;;;;;;;-6075;-2105;-8831;-4447
;;;;;;;;;;;-1169;3296;-8943;-0.38
;;;;;;;;;;;265;4062;-3532;6547
;;;;;;;;;;;-2.14;161;1204;9149
;;;;;;;;;;;633;3898;1964;8334
;;;;;;;;;;;-54;3509;1804;12253
;;;;;;;;;;;-2103;-2616;7468;7243
;;;;;;;;;;;-0.85;1038;11.62;-3489
;;;;;;;;;;;-1986;3076;3545;262
;;;;;;;;;;;-1285;1859;-2928;5012
;;;;;;;;;;;875;-363;-708;5802
;;;;;;;;;;;1772;-383;1421;7088
;;;;;;;;;;;3415;-393;839;2189
;;;;;;;;;;;2093;279;102;2891
;;;;;;;;;;;-388;6215;-952;4663
;;;;;;;;;;;2573;704;-795;-1294
;;;;;;;;;;;1989;984;263;-2277
;;;;;;;;;;;2978;4068;1663;772
;;;;;;;;;;;4619;-859;1633;2851
;;;;;;;;;;;33;-1751;4239;2.95
;;;;;;;;;;;1.48;-2581;6431;1588
;;;;;;;;;;;-179;-1227;3754;8.26
;;;;;;;;;;;-1289;-1194;5514;15559
;;;;;;;;;;;-648;2562;3289;10415
;;;;;;;;;;;-3849;274;5004;-1259
;;;;;;;;;;;-1183;-2815;6022;-6128
;;;;;;;;;;;-268;-1141;-4438;-8.72
;;;;;;;;;;;-1.58;-2091;-6399;-10723
;;;;;;;;;;;-3045;3.83;-4434;-6741
;;;;;;;;;;;-4.77;-1408;-3158;-6474
;;;;;;;;;;;12;2.75;-7299;-4584
;;;;;;;;;;;1.61;8641;-8923;-2.52
;;;;;;;;;;;-345;-4632;-3746;-5455
;;;;;;;;;;;2.13;-2489;-5305;-7904
;;;;;;;;;;;2129;-72;-2982;-9528
;;;;;;;;;;;-284;-3899;-4642;-7.04
;;;;;;;;;;;-1609;-2099;-5047;-4633
;;;;;;;;;;;3.37;-1791;-749;-5935
;;;;;;;;;;;4058;-1376;-785;-6203
;;;;;;;;;;;0.56;-2504;6.4;-1465
;;;;;;;;;;;847;-3851;6675;4282
;;;;;;;;;;;-2682;-3.2;7544;6337
;;;;;;;;;;;1108;-3138;11186;5418
;;;;;;;;;;;-151;-1032;8772;5064
;;;;;;;;;;;-4522;951;9669;3525
;;;;;;;;;;;-889;769;3.91;3846
;;;;;;;;;;;-877;-721;2043;7982
;;;;;;;;;;;1485;-3983;-816;5703
;;;;;;;;;;;-0.46;1041;-5699;3478
;;;;;;;;;;;-2108;6345;-5291;4497
;;;;;;;;;;;-284;6085;-7545;5388
;;;;;;;;;;;-2387;4245;-3328;6456
;;;;;;;;;;;-349;1906;-3503;4.42
;;;;;;;;;;;626;5288;-4286;5522
;;;;;;;;;;;-601;3725;-2647;6655
;;;;;;;;;;;723;364;-2268;1767
;;;;;;;;;;;2111;-849;-1659;-269
;;;;;;;;;;;908;-4336;-3693;-1691
;;;;;;;;;;;-1.35;486;-0.36;-7151
;;;;;;;;;;;1092;3473;-2539;-4854
;;;;;;;;;;;1426;-1464;-4891;-1677
;;;;;;;;;;;1187;-893;1251;-4683
;;;;;;;;;;;1294;2604;3049;794
;;;;;;;;;;;-1936;4015;-1342;1831
;;;;;;;;;;;1357;475;1658;-2763
;;;;;;;;;;;972;-3448;2244;-0.79
;;;;;;;;;;;-1511;-1604;-3145;-6112
;;;;;;;;;;;766;-1823;6034;-6523
;;;;;;;;;;;-1257;-3.58;10076;-6.07
;;;;;;;;;;;628;-3452;3886;-12418
;;;;;;;;;;;-1054;-2369;1384;-8717
;;;;;;;;;;;-5517;-2168;4903;-3146
;;;;;;;;;;;2109;-1077;7884;1298
;;;;;;;;;;;3911;2.07;2.74;-169
;;;;;;;;;;;2054;262;-1016;-807
;;;;;;;;;;;4291;-3015;-5819;2846
;;;;;;;;;;;-1.2;-1443;-6756;3211
;;;;;;;;;;;-1.36;1053;-5424;6.08
;;;;;;;;;;;1657;-29;-6263;3956
;;;;;;;;;;;-852;-1115;-2.18;0.38
;;;;;;;;;;;-1567;-1632;-2681;1.39
;;;;;;;;;;;-468;-3363;-2153;4148
;;;;;;;;;;;1532;-93;832;4834
;;;;;;;;;;;-291;3562;-5257;4916
;;;;;;;;;;;-1329;1491;-5033;2.12
;;;;;;;;;;;-322;1248;896;-563
;;;;;;;;;;;-4055;3073;-1868;5657
;;;;;;;;;;;-3565;2074;969;6082
;;;;;;;;;;;-612;1513;10302;3125
;;;;;;;;;;;-3748;3.04;7277;3339
;;;;;;;;;;;-376;2897;728;3635
;;;;;;;;;;;2327;-1939;4389;3628
;;;;;;;;;;;-393;-5132;6408;3946
;;;;;;;;;;;2421;-3598;4527;3975
;;;;;;;;;;;2372;-1039;5903;7029
;;;;;;;;;;;2652;1.11;7586;10546
;;;;;;;;;;;1841;2933;2383;-2477
;;;;;;;;;;;-199;5924;-4974;-7.55
;;;;;;;;;;;1248;3839;-7182;-5.96
;;;;;;;;;;;2912;1443;-11.63;-10506
;;;;;;;;;;;3.83;1845;-7421;-6315
;;;;;;;;;;;-461;2.89;-34;-13859
;;;;;;;;;;;-2652;3221;-4.55;-24991
;;;;;;;;;;;-1114;949;-3969;-23772
;;;;;;;;;;;226;-1263;-1706;-18945
;;;;;;;;;;;1.04;-7402;1238;-15502
;;;;;;;;;;;3098;-2.52;7226;-9848
;;;;;;;;;;;3079;-442;3311;1896
;;;;;;;;;;;-349;-6935;677;8335
;;;;;;;;;;;2068;-2578;2298;10094
;;;;;;;;;;;2084;-5.47;146;10944
;;;;;;;;;;;-1908;-4461;-1739;9145
;;;;;;;;;;;-1941;1812;-3644;7253
;;;;;;;;;;;-2691;36;-2586;11334
;;;;;;;;;;;-3132;-405;1586;12743
;;;;;;;;;;;-3421;-1512;2877;10.46
;;;;;;;;;;;-4.45;307;3529;12101
;;;;;;;;;;;-1.12;3074;2353;9596
;;;;;;;;;;;-2667;973;-858;11.48
;;;;;;;;;;;-5125;-1683;-4.18;11886
;;;;;;;;;;;-3805;1654;-8416;7727
;;;;;;;;;;;-6254;5708;-4477;8202
;;;;;;;;;;;-1644;2377;5597;9988
;;;;;;;;;;;1689;605;7517;7832
;;;;;;;;;;;-2.37;74;1323;-6.36
;;;;;;;;;;;-2708;-1617;932;-13898
;;;;;;;;;;;3162;894;3503;-16601
;;;;;;;;;;;5325;2.13;337;-17.13
;;;;;;;;;;;-508;1734;-117;-8272
;;;;;;;;;;;1268;2645;-385;-8168
;;;;;;;;;;;2;2547;-3423;-5885
;;;;;;;;;;;531;3054;-4187;-2465
;;;;;;;;;;;4591;3276;-3455;-3272
;;;;;;;;;;;6161;328;-4737;15
;;;;;;;;;;;4254;801;-3424;-486
;;;;;;;;;;;-323;3733;-4.96;-647
;;;;;;;;;;;1004;-1818;-6.49;-667
;;;;;;;;;;;2658;-5189;1356;-1291
;;;;;;;;;;;4032;-1493;-308;-773
;;;;;;;;;;;5932;-4914;1828;-1843
;;;;;;;;;;;969;-7419;9.11;-3907
;;;;;;;;;;;294;-4705;8605;-8377
;;;;;;;;;;;1047;-4158;6548;-3942
;;;;;;;;;;;1081;-1521;-3068;6902
;;;;;;;;;;;1249;-888;-1754;5247
;;;;;;;;;;;-1059;1537;628;-2074
;;;;;;;;;;;-1407;-648;-458;-958
;;;;;;;;;;;-94;-4741;7453;1676
;;;;;;;;;;;-0.71;2.68;1082;2115
;;;;;;;;;;;-2241;-1779;-964;2754
;;;;;;;;;;;237;-256;5.82;-804
;;;;;;;;;;;-1.32;4456;57;-2
;;;;;;;;;;;-1753;-3.45;-1736;-3386
;;;;;;;;;;;2763;1797;1326;-3483
;;;;;;;;;;;2.4;2291;2932;0.7
;;;;;;;;;;;-2201;2536;-208;-1813
;;;;;;;;;;;-5873;4804;-1792;-734
;;;;;;;;;;;-3874;329;1579;-127
;;;;;;;;;;;-1964;1272;-525;-1503
;;;;;;;;;;;-2322;1083;3481;4654
;;;;;;;;;;;-7323;1172;3758;4504
;;;;;;;;;;;-6922;1558;-874;3333
;;;;;;;;;;;-258;4.61;-1091;4892
;;;;;;;;;;;-2433;4815;606;5187
;;;;;;;;;;;-2197;-776;3495;8752
;;;;;;;;;;;-1233;-1339;-4487;13381
;;;;;;;;;;;-0.8;249;-7152;12786
;;;;;;;;;;;2861;-1345;-6846;9606
;;;;;;;;;;;807;-4807;-8.61;13614
;;;;;;;;;;;714;-1198;-6274;9438
;;;;;;;;;;;2535;5446;-4197;13991
;;;;;;;;;;;1674;2.29;489;13.01
;;;;;;;;;;;4297;-2938;-3296;-17057
;;;;;;;;;;;2769;-3155;-1883;-19749
;;;;;;;;;;;-128;-2286;252;-11784
;;;;;;;;;;;995;897;-1149;-12.24
;;;;;;;;;;;-1532;1.29;3479;-9906
;;;;;;;;;;;2.52;-1039;-3.57;-11123
;;;;;;;;;;;3197;-1358;-2737;-7988
;;;;;;;;;;;-1922;0.15;3.1;-7602
;;;;;;;;;;;4883;2.17;123;-5817
;;;;;;;;;;;3006;-1797;3471;-8029
;;;;;;;;;;;-2585;-3456;2857;-6514
;;;;;;;;;;;1887;-3873;3.7;-3097
;;;;;;;;;;;-723;-5897;5507;-4171
;;;;;;;;;;;-2231;32;698;1283
;;;;;;;;;;;1256;1014;1968;3.99
;;;;;;;;;;;-164;3727;3696;2269
;;;;;;;;;;;306;8049;4572;-695
;;;;;;;;;;;1873;-2027;3494;3059
;;;;;;;;;;;-476;-3297;1001;3283
;;;;;;;;;;;752;1281;3215;559
;;;;;;;;;;;1985;-2348;478;3.71
;;;;;;;;;;;2611;-1635;-194;3929
;;;;;;;;;;;4.55;1.54;3025;3786
;;;;;;;;;;;1339;1629;-592;823
;;;;;;;;;;;939;2123;-3622;3578
;;;;;;;;;;;117;1883;-4157;3604
;;;;;;;;;;;207;-616;-4039;-3069
;;;;;;;;;;;-936;-907;-1678;59
;;;;;;;;;;;-3942;-3547;-1275;-773
;;;;;;;;;;;1303;-676;-2388;-3573
;;;;;;;;;;;-2302;2.65;-1481;1279
;;;;;;;;;;;-5571;-591;-117;1957
;;;;;;;;;;;-901;5717;-1599;-2967
;;;;;;;;;;;-235;5482;-977;-1844
;;;;;;;;;;;-2.61;2551;1395;2007
;;;;;;;;;;;-1.38;2211;-1818;372
;;;;;;;;;;;-1108;-3844;-1809;926
;;;;;;;;;;;-6042;-1.11;531;2433
;;;;;;;;;;;-2539;-1196;1008;3.09
;;;;;;;;;;;-4912;-4486;-7;4366
;;;;;;;;;;;-3984;-1765;-2513;2.36
;;;;;;;;;;;2237;1236;2741;3155
;;;;;;;;;;;466;0.71;3039;1781
;;;;;;;;;;;3337;-2503;-523;-1104
;;;;;;;;;;;1416;-2915;2366;1275
;;;;;;;;;;;1569;-355;2408;-2.13
;;;;;;;;;;;1967;2749;1727;726
;;;;;;;;;;;-0.07;-1478;-0.87;3285
;;;;;;;;;;;2309;-3936;-1894;36
;;;;;;;;;;;1297;3525;-1167;2892
;;;;;;;;;;;-383;4556;-2325;-0.79
;;;;;;;;;;;-674;-3604;1513;-318
;;;;;;;;;;;233;-2704;0.42;-1596
;;;;;;;;;;;0.09;-1168;-2051;-3497
;;;;;;;;;;;1133;-1156;154;-2145
;;;;;;;;;;;571;4698;-2591;-3814
;;;;;;;;;;;-843;81;-102;0.81
;;;;;;;;;;;938;1522;3029;-4449
;;;;;;;;;;;0.3;1293;2654;-5.07
;;;;;;;;;;;-1687;-1756;5.64;865
;;;;;;;;;;;1.33;2828;5295;1527
;;;;;;;;;;;2078;-2323;2175;76
;;;;;;;;;;;-907;-1234;-1389;-4312
;;;;;;;;;;;3037;-3338;-1276;-422
;;;;;;;;;;;2867;-4726;-1918;1832
;;;;;;;;;;;1098;-1592;1328;2537
;;;;;;;;;;;484;-4731;3818;1478
;;;;;;;;;;;-827;73;675;-371
;;;;;;;;;;;1343;1632;6631;918
;;;;;;;;;;;0.2;1857;-126;-105
;;;;;;;;;;;-0.63;1941;-8952;338
;;;;;;;;;;;-2006;778;-4005;-3005
;;;;;;;;;;;665;2323;-6156;-3.2
;;;;;;;;;;;1.88;3018;-7704;54
;;;;;;;;;;;-1082;5849;-3569;-414
;;;;;;;;;;;-304;5534;-1888;-176
;;;;;;;;;;;123;3235;-4275;-554
;;;;;;;;;;;766;-819;-5046;2494
;;;;;;;;;;;-1941;529;-5069;5556
;;;;;;;;;;;-1089;2536;-1924;1.97
;;;;;;;;;;;-1066;704;406;-616
;;;;;;;;;;;-2929;261;-1918;1404
;;;;;;;;;;;-199;-5482;32;2392
;;;;;;;;;;;1.24;-1566;1019;883
;;;;;;;;;;;3846;564;56;-892
;;;;;;;;;;;2087;-3161;744;-2588
;;;;;;;;;;;1861;596;3519;-1307
;;;;;;;;;;;2695;1378;3531;288
;;;;;;;;;;;-72;959;7215;1112
;;;;;;;;;;;62;-3507;9546;286
;;;;;;;;;;;-2054;-4439;4849;246
;;;;;;;;;;;-2646;-2458;9676;3489
;;;;;;;;;;;-1087;-3358;5582;-699
;;;;;;;;;;;-2306;-1557;862;507
;;;;;;;;;;;-3.35;-2093;6348;1547
;;;;;;;;;;;-1984;-699;1511;-5769
;;;;;;;;;;;-2681;2307;1.03;-2071
;;;;;;;;;;;-1.68;3259;2335;-72
;;;;;;;;;;;928;3607;-1145;-2256
;;;;;;;;;;;-4.45;4176;-2841;-846
;;;;;;;;;;;-1762;1779;-3297;-2158
;;;;;;;;;;;2058;-1041;-1725;-1788
;;;;;;;;;;;-1536;2968;-5455;1119
;;;;;;;;;;;-587;-0.11;-6674;-2681
;;;;;;;;;;;-4519;-2056;-4.54;-4.94
;;;;;;;;;;;-105;3863;-5466;-247
;;;;;;;;;;;4775;-4054;-3604;1.05
;;;;;;;;;;;347;-4551;-1266;-527
;;;;;;;;;;;4.92;3154;-2644;-2489
;;;;;;;;;;;3787;-773;-3349;-472
;;;;;;;;;;;-945;-1968;1368;3004
;;;;;;;;;;;1005;-3249;606;2839
;;;;;;;;;;;2529;-1024;-891;-742
;;;;;;;;;;;1332;417;4491;3041
;;;;;;;;;;;-134;-3361;2791;4927
;;;;;;;;;;;1809;-1969;-896;-0.03
