name_muscle;angles_1;angles_2;emg_muscle_1_(µV);emg_muscle_2_(µV);emg_muscle_3_(µV);emg_muscle_4_(µV)
;173.55;171.81;-2.216;-6.022;-19.332;-11.648
;173.54;171.8;-3.241;0.064;-20.591;-7.255
;173.54;171.79;-2.101;0.156;-13.006;-0.84
;173.54;171.79;0.148;1.454;-2.44;-3.216
;173.53;171.78;-2.033;0.158;8.481;-2.607
;173.53;171.78;0.507;-3.555;15.722;-2.482
;173.53;171.77;4.21;0.365;17.502;-4.51
;173.52;171.76;0.83;0.221;21.558;-4.988
;173.52;171.76;-1.756;3.962;23.358;-0.317
;173.51;171.75;-2.021;3.493;15.058;7.865
;173.51;171.75;1.64;-1.415;7.625;16.156
;173.51;171.74;1.181;3.286;5.485;23.934
;173.51;171.74;-1.023;2.526;7.223;26.466
;173.5;171.74;1.267;-0.229;2.136;21.827
;173.5;171.74;-0.598;3.279;-2.491;15.277
;173.5;171.74;-1.678;5.429;1.982;13.931
;173.5;171.74;-0.252;3.755;-3.042;10.387
;173.5;171.74;-1.428;1.921;-1.154;6.397
;173.5;171.74;-0.043;0.779;2.572;5.782
;173.49;171.74;-1.028;-4.545;-7.351;5.333
;173.49;171.74;-3.061;-2.594;-7.09;4.662
;173.49;171.75;2.574;4.477;-1.306;1.463
;173.49;171.75;3.046;-3.214;-1.198;0.928
;173.49;171.76;0.069;-4.966;-1.495;-2.139
;173.49;171.77;-0.093;-0.938;-1.321;-2.37
;173.49;171.78;0.581;-5.313;-4.782;0.715
;173.49;171.79;2.998;-4.849;-4.471;-5.304
;173.49;171.8;0.956;-5.887;1.235;-5.342
;173.49;171.81;0.048;-8.714;1.564;-1.784
;173.49;171.83;1.185;-6.667;1.237;-4.944
;173.49;171.84;3.335;-3.339;1.349;-7.241
;173.49;171.86;4.389;-1.367;1.382;-7.384
;173.49;171.87;0.487;1.927;1.058;-6.322
;173.49;171.89;-1.682;0.959;1.617;-6.571
;173.49;171.91;-2.387;0.821;3.839;-5.228
;173.49;171.93;-1.627;3.52;-1.22;-2.557
;173.49;171.95;-2.205;-0.519;-5.614;-4.025
;173.5;171.97;-4.706;3.237;-4.124;-4.604
;173.5;171.99;-5.08;7.278;-2.614;-2.782
;173.5;172.01;1.347;6.11;-0.997;-0.43
;173.5;172.03;4.413;2.93;-5.575;-1.571
;173.5;172.05;-1.936;2.68;-7.247;-5.433
;173.5;172.08;-1.449;5.155;-2.17;-0.46
;173.5;172.1;-2.173;2.027;-1.309;1.92
;173.5;172.12;-1.222;4.832;1.407;0.5
;173.5;172.14;0.762;1.102;1.526;3.147
;173.5;172.17;-1.17;1.865;1.973;-1.775
;173.51;172.19;0.811;3.186;7.56;-1.822
;173.51;172.21;-4.402;-3.977;5.553;2.007
;173.51;172.23;-2.046;2.381;1.551;2.292
;173.51;172.26;1.495;-0.594;2.825;2.702
;173.51;172.28;-1.788;-1.154;2.043;0.018
;173.51;172.3;1.31;5.783;-0.073;3.431
;173.51;172.32;1.427;-4.333;-0.207;3.657
;173.51;172.34;1.334;-6.342;-3.057;1.079
;173.51;172.37;1.38;-1.092;-2.221;0.981
;173.51;172.39;4.657;-6.097;0.176;-1.368
;173.51;172.4;4.285;-3.851;-1.074;1.327
;173.51;172.42;-1.126;-2.624;-2.514;-0.91
;173.51;172.44;1.044;-6.54;-3.057;-4.466
;173.51;172.45;2.313;-2.046;1.294;-0.649
;173.51;172.47;1.006;-3.01;0.995;2.085
;173.51;172.49;-0.491;-1.345;-0.685;2.515
;173.51;172.5;1.134;0.659;1.871;2.508
;173.51;172.51;2.764;-0.646;0.719;5.538
;173.51;172.53;1.393;1.488;2.725;2.942
;173.51;172.54;-0.179;-3.12;5.405;-0.771
;173.51;172.55;-1.359;-0.506;3.649;3.364
;173.51;172.56;-0.042;0.472;4.031;-0.97
;173.51;172.57;-1.014;0.733;1.651;-2.428
;173.51;172.58;0.107;4.077;-3.51;1.935
;173.51;172.58;-0.649;-1.098;-3.201;-2.176
;173.51;172.59;-2.837;4.714;-4.998;-1.228
;173.51;172.59;-0.251;9.284;-4.712;-2.061
;173.51;172.6;-2.744;8.55;2.579;-4.286
;173.51;172.6;0.175;7.242;0.205;1.012
;173.51;172.6;3.476;0.141;-2.356;-1.104
;173.51;172.6;-2.491;2.025;-0.792;-2.152
;173.51;172.6;-2.611;4.054;-1.324;2.142
;173.51;172.6;-2.133;2.842;1.42;0.786
;173.51;172.6;-2.525;1.819;-0.373;-0.726
;173.51;172.59;1.24;0.398;0.477;0.627
;173.51;172.59;0.642;-0.391;0.69;2.576
;173.51;172.58;-1.584;-2.287;-0.812;0.488
;173.51;172.58;0.702;-2.594;2.072;-3.375
;173.51;172.57;-1.345;-2.118;0.405;-2.67
;173.51;172.56;-5.448;1.268;-2.28;-0.136
;173.51;172.55;-1.109;-5.147;-2.094;0.398
;173.51;172.54;3.742;-10.508;-0.151;-0.009
;173.51;172.53;2.175;-5.079;-2.012;3.52
;173.51;172.51;0.627;-4.208;2.011;0.117
;173.51;172.5;2.284;-1.829;4.037;-5.651
;173.52;172.49;0.677;-4.483;-2.345;0.279
;173.52;172.47;2.215;-4.662;-2.07;0.56
;173.52;172.46;3.968;-1.999;1.816;-2.6
;173.52;172.45;-1.16;-7.552;4.508;0.636
;173.52;172.43;-1.788;-5.814;2.03;3.751
;173.53;172.42;-1.654;-1.407;-0.859;3.852
;173.53;172.4;1.802;-0.393;-1.613;0.826
;173.53;172.38;3.931;1.387;3.133;1.004
;173.53;172.37;-0.793;5.117;3.487;-2.161
;173.53;172.35;0.365;6.977;0.73;-4.825
;173.53;172.34;-0.484;4.593;2.295;0.949
;173.53;172.32;-2.993;3.093;0.828;4.814
;173.53;172.31;-0.438;4.202;4.295;7.085
;173.53;172.29;0.071;5.159;6.35;2.219
;173.53;172.28;-0.669;0.887;6.449;0.861
;173.53;172.26;0.309;0.892;1.985;5.841
;173.53;172.25;1.951;3.906;-3.705;0.773
;173.53;172.24;0.724;2.628;-5.871;0.225
;173.53;172.22;-1.705;0.952;-4.853;0.762
;173.53;172.21;-1.885;-1.869;-1.581;3.711
;173.53;172.19;-2.256;-1.893;-6.376;0.958
;173.53;172.18;1.564;-3.228;-3.474;-17.664
;173.53;172.17;3.53;-1.69;-2.095;-20.11
;173.54;172.16;1.704;1.809;-2.34;-14.671
;173.54;172.14;0.374;1.399;-1.076;-10.19
;173.54;172.13;-1.517;4.163;-7.509;-2.57
;173.54;172.12;0.587;4.197;-6.207;-0.229
;173.54;172.11;-1.874;3.888;-6.695;0.368
;173.54;172.1;-2.111;0.549;-8.175;3.436
;173.54;172.09;0.812;-5.223;-9.021;6.598
;173.54;172.09;1.322;-3.305;-7.02;3.798
;173.54;172.08;0.584;-1.754;1.107;3.818
;173.54;172.07;-4.661;-1.094;3.335;3.987
;173.54;172.06;-2.448;1.855;-0.743;4.214
;173.54;172.06;-1.625;1.13;-4.804;7.244
;173.54;172.05;-2.161;-0.657;-2.209;4.51
;173.54;172.05;1.302;0.35;-3.596;4.508
;173.54;172.04;1.308;-3.204;-0.307;13.774
;173.54;172.04;1.205;-3.402;-2.028;17.408
;173.53;172.03;1.657;0.315;-4.433;13.502
;173.53;172.03;1.282;-0.869;15.511;8.939
;173.53;172.03;-1.181;0.604;19.172;3.826
;173.53;172.03;1.549;1.852;15.233;6.549
;173.53;172.03;2.072;3.722;15.184;0.41
;173.53;172.02;-1.156;1.763;9.326;0.667
;173.53;172.02;-0.786;0.349;17.633;-2.602
;173.53;172.02;-0.795;1.982;22.197;-27.434
;173.53;172.03;-0.422;-3.369;14.387;-26.633
;173.53;172.03;-0.513;-3.72;10.575;-19.275
;173.53;172.03;0.098;-4.213;8.612;-13.403
;173.53;172.03;-0.279;-3.251;2.04;-8.384
;173.53;172.03;3.764;-1.921;-5.861;-6.421
;173.53;172.03;3.093;0.027;-9.601;2.631
;173.53;172.03;-1.868;3.776;-10.678;0.035
;173.53;172.04;0.477;-0.246;-12.009;1.823
;173.53;172.04;-1.506;0.694;-15.245;2.679
;173.53;172.04;1.131;-4.076;-17.422;-1.497
;173.53;172.04;1.786;-5.101;-13.614;-1.458
;173.53;172.04;-1.184;1.045;-13.446;-1.37
;173.54;172.04;1.945;-1.551;-15.21;0.264
;173.54;172.05;2.635;-3.052;-9.263;4.945
;173.54;172.05;5.217;-1.216;-1.692;8.237
;173.54;172.05;0.193;2.32;4.338;4.837
;173.54;172.05;-3.762;-4.229;2.297;4.28
;173.55;172.05;0.707;-4.308;-0.447;4.32
;173.55;172.05;-0.409;4.822;2.982;3.86
;173.55;172.05;1.125;4.701;3.918;3.467
;173.55;172.05;-0.154;7.585;3.555;3.778
;173.56;172.05;-4.697;10.779;1.895;2.51
;173.56;172.05;-3.017;10.325;1.036;0.713
;173.56;172.05;-1.377;4.622;2.626;1.731
;173.56;172.05;0.233;0.791;1.626;0.584
;173.57;172.05;-1.238;4.667;-0.058;1.332
;173.57;172.05;-2.712;3.631;2.234;0.193
;173.57;172.05;-1.21;1.664;3.131;-1.722
;173.57;172.05;-2.612;-5.755;-0.277;-0.422
;173.57;172.05;-1.306;-10.557;-0.006;1.677
;173.57;172.05;-2.522;-2.74;0.159;1.987
;173.58;172.05;-1.547;-1.212;-6.259;2.066
;173.58;172.04;3.735;-2.744;-5.778;1.48
;173.58;172.04;-1.925;-7.168;-3.201;2.288
;173.58;172.04;-2.32;-5.845;-5.827;1.292
;173.58;172.04;3.769;-0.657;-3.077;-3.944
;173.58;172.03;3.87;-9.027;-3.039;-1.644
;173.58;172.03;0.24;-3.194;-2.834;-4.297
;173.58;172.02;-2.374;3.116;2.7;-4.399
;173.58;172.02;2.936;-5.615;6.656;-1.69
;173.58;172.01;3.555;-0.095;8.47;-4.133
;173.58;172.01;2.628;4.278;9.886;-2.099
;173.58;172;3.241;-0.088;11.325;-7.187
;173.58;172;-0.724;1.767;9.862;-2.375
;173.58;171.99;-0.172;3.205;8.235;4.857
;173.58;171.98;-1.001;2.187;6.593;3.572
;173.58;171.98;-0.497;-2.508;5.309;7.448
;173.58;171.97;1.809;-0.616;3.238;3.308
;173.58;171.96;-0.815;7.342;2.436;3.753
;173.58;171.96;-1.495;2.662;-0.099;5.966
;173.58;171.95;-1.14;1.847;-0.486;-0.031
;173.58;171.94;-1.666;2.932;2.789;2.276
;173.57;171.94;-1.457;2.372;-9.644;2.256
;173.57;171.93;1.281;6.493;-12.757;-1.608
;173.57;171.92;1.351;2.623;-6.524;-1.707
;173.57;171.91;1.158;4.157;-9.909;-2.586
;173.57;171.9;1.166;5.672;-6.45;-5.799
;173.57;171.89;-2.046;-1.1;-7.191;-15.985
;173.57;171.88;1.058;-3.737;-6.358;-19.303
;173.57;171.87;-2.144;-3.343;-1.489;-14.023
;173.57;171.86;-2.097;-3.859;-3.282;-8.424
;173.57;171.85;4;-5.886;-4.996;0.286
;173.57;171.84;-2.192;-6.829;-3.508;2.227
;173.57;171.83;1.011;-2.737;0.843;2.321
;173.57;171.82;0.798;2.808;2.13;3.508
;173.57;171.81;-1.935;2.991;3.721;4.302
;173.57;171.79;3.869;3.445;4.452;7.882
;173.58;171.78;-1.84;5.261;6.608;9.193
;173.58;171.77;-2.168;7.196;9.753;9.345
;173.58;171.75;-1.788;4.295;9.347;7.682
;173.58;171.74;-1.974;1.497;8.959;7.982
;173.58;171.72;1.372;0.335;5.664;12.074
;173.58;171.71;-1.801;-7.705;2.159;9.946
;173.58;171.69;1.564;-6.454;-1.386;7.063
;173.58;171.68;1.367;-5.106;-1.438;5.914
;173.58;171.66;-1.207;-9.887;0.601;-1.046
;173.58;171.65;1.402;-6.037;-1.943;-1.19
;173.58;171.63;2.221;-3.886;-3.602;-2.831
;173.58;171.61;1.451;-4.184;-2.576;-5.374
;173.58;171.6;-0.545;-3.981;-4.597;1.862
;173.59;171.58;1.564;-2.413;-6.519;-0.571
;173.59;171.57;-0.305;-1.109;-5.362;-2.314
;173.59;171.55;-1.35;-6.647;-4.555;-2.119
;173.59;171.53;2.966;-1.587;-2.82;-6.222
;173.59;171.52;1.882;1.787;-5.82;-6.78
;173.59;171.5;3.163;-2.447;-6.304;-6.946
;173.59;171.49;5.057;1.457;-7.062;-5.137
;173.59;171.47;0.307;-0.577;-9.797;-7.703
;173.6;171.46;-1.074;4.608;-1.956;-9.364
;173.6;171.44;0.536;10.391;-1.087;-8.557
;173.6;171.43;-4.168;7.936;-2.723;-7.088
;173.6;171.42;-5.437;6.154;1.363;-3.359
;173.61;171.4;-4.172;1.938;-0.143;-4.433
;173.61;171.39;-5.354;5.441;3.79;-1.32
;173.61;171.38;-4.123;7.996;14.942;-1.386
;173.61;171.37;-5.392;5.26;18.602;-2.404
;173.62;171.36;-0.947;1.526;17.833;-1.044
;173.62;171.35;0.639;5.497;15.1;-3.432
;173.62;171.34;-3.919;7.33;8.482;-0.449
;173.62;171.33;0.48;-0.233;5.609;-4.2
;173.62;171.32;2.313;1.009;-0.8;0.172
;173.63;171.31;3.386;3.249;-0.681;-1.362
;173.63;171.3;2.376;4.232;5.402;0.578
;173.63;171.29;0.102;6.622;-0.743;36.036
;173.63;171.29;5.546;7.748;-0.614;40.691
;173.63;171.28;2.91;3.781;2.345;27.924
;173.63;171.28;-0.468;-3.964;-0.452;19.122
;173.63;171.27;2.586;-8.227;-3.679;4.785
;173.63;171.26;2.782;-12.611;-9.603;3.867
;173.64;171.26;5.326;-16.97;-12.609;-2.951
;173.64;171.25;6.022;-18.323;-12.745;-4.846
;173.64;171.25;1.946;-13.155;-15.228;-4.724
;173.64;171.24;-0.026;-8.835;-19.087;-10.061
;173.64;171.24;-1.353;-12.194;-11.64;-12.858
;173.64;171.23;-3.09;-8.713;-3.904;-18.066
;173.64;171.23;-1.453;1.199;-2;-14.958
;173.64;171.23;-3.213;3.706;5.243;-13.667
;173.64;171.22;-4.464;5.338;7.404;-13.997
;173.63;171.22;2.634;3.961;8.437;-6.26
;173.63;171.22;-1.109;0.074;7.296;-3.759
;173.63;171.22;-4.05;1.414;2.593;-2.12
;173.63;171.21;2.48;3.792;6.959;0.386
;173.63;171.21;1.365;5.341;6.088;-1.301
;173.63;171.21;0.086;4.22;0.359;1.481
;173.62;171.21;-2.539;9.5;3.404;5.443
;173.62;171.21;-2.313;7.663;3.044;5.583
;173.62;171.2;-3.228;-1.663;0.542;2.8
;173.62;171.2;-4.964;1.998;-0.212;3.332
;173.61;171.2;-0.461;5.541;0.453;3.176
;173.61;171.2;-1.905;5.814;-0.069;0.784
;173.61;171.2;-3.338;0.273;-3.05;3.542
;173.61;171.2;-2.407;-2.423;0.378;0.998
;173.61;171.2;0.392;4.115;2.453;0.781
;173.61;171.2;-0.159;1.812;4.041;0.98
;173.61;171.2;-1.802;4.857;-1.26;-2.137
;173.6;171.2;2.037;9.158;-4.722;0.852
;173.6;171.2;2.094;-0.464;-1.613;0.847
;173.6;171.2;1.392;1.016;-4.577;0.688
;173.6;171.2;5.682;0.556;1.541;3.578
;173.6;171.2;7.317;-7.337;1.365;6.614
;173.6;171.2;5.775;-4.354;-1.09;6.161
;173.6;171.2;7.52;-6.694;0.954;6.215
;173.6;171.2;2.442;-6.034;-3.561;5.672
;173.6;171.2;-1.232;-3.116;-2.484;5.54
;173.6;171.2;2.039;-4.66;-3.025;5.301
;173.6;171.2;5.436;-8.754;-5.685;-10.813
;173.6;171.2;4.805;-12.728;-5.758;-19.576
;173.6;171.2;-3.476;-5.032;-5.528;-15.028
;173.6;171.2;-4.496;-2.629;-2.501;-13.69
;173.6;171.2;-0.367;1.877;0.962;-9.97
;173.6;171.2;-1.244;4.142;0.737;-4.902
;173.6;171.2;-6.715;-0.455;4.365;-1.595
;173.6;171.2;-4.038;7.698;7.213;0.525
;173.59;171.2;-3.897;12.469;4.495;4.054
;173.59;171.2;-9.978;11.17;4.734;2.601
;173.59;171.2;-4.086;9.854;7.427;0.804
;173.59;171.2;-3.772;11.432;11.732;4.524
;173.58;171.21;-1.101;4.082;13.243;3.922
;173.58;171.21;2.306;-0.848;15.7;3.408
;173.58;171.21;-1.184;7.539;9.856;7.093
;173.58;171.21;2.218;-1.09;4.033;5.6
;173.57;171.21;1.712;-1.339;3.672;4.015
;173.57;171.21;-0.878;1.56;-5.054;5.083
;173.57;171.21;-1.67;-7.294;-8.263;3.838
;173.56;171.22;2.227;-8.124;-11.618;4.972
;173.56;171.22;4.138;-13.524;-13.726;3.506
;173.56;171.22;2.199;-11.58;-15.495;2.111
;173.55;171.22;3.881;-7.731;-12.994;0.049
;173.55;171.22;2.004;-5.756;-4.079;-0.576
;173.54;171.23;3.812;-5.189;-3.303;2.834
;173.54;171.23;1.595;-9.2;-1.726;-0.166
;173.54;171.23;-2.202;0.384;-3.3;2.716
;173.53;171.23;0.997;-0.411;-2.185;3.25
;173.53;171.24;-1.882;-3.277;-0.665;-3.377
;173.53;171.24;0.263;2.204;-2.455;-2.657
;173.53;171.24;1.647;-0.808;-1.384;-3.181
;173.52;171.25;-0.546;4.893;-2.698;-2.505
;173.52;171.25;2.173;7.775;0.893;0.184
;173.52;171.25;-1.34;1.546;3.119;0.616
;173.51;171.26;-0.413;0.98;0.144;0.534
;173.51;171.26;1.106;1.377;2.662;-2.545
;173.51;171.27;-0.116;-2.639;8.706;-5.246
;173.5;171.27;0.804;-1.814;2.156;-2.738
;173.5;171.28;-3.233;6.224;-4.229;-1.838
;173.5;171.28;-2.135;4.266;-1.377;-6.053
;173.5;171.29;-0.586;2.97;-4.838;-4.735
;173.5;171.29;-1.562;7.332;-4.803;-3.155
;173.5;171.3;-1.329;6.029;-8.472;-1.746
;173.49;171.31;-3.759;7.429;-8.152;-3.179
;173.49;171.32;-2.216;6.128;9.584;-8.311
;173.49;171.32;0.312;4.578;19.282;-6.114
;173.49;171.33;0.039;9.388;18.643;-5.9
;173.49;171.34;1.21;8.005;15.92;0.234
;173.49;171.35;-0.521;3.476;12.559;2.607
;173.49;171.36;-1.238;2.307;9.493;0.276
;173.49;171.37;-0.679;0.67;3.569;5.136
;173.5;171.38;-0.976;-0.226;-2.984;3.08
;173.5;171.39;2.68;-2.136;-5.368;4.898
;173.5;171.4;2.014;-8.858;-6.029;5.561
;173.5;171.41;3.316;-8.039;-5.137;4.923
;173.5;171.42;4.784;-5.173;-2.663;4.806
;173.5;171.44;4.136;-10.868;-1.95;1.95
;173.5;171.45;7.508;-7.715;-2.145;7.212
;173.5;171.46;1.879;-7.497;-5.009;8.087
;173.5;171.47;-1.977;-7.345;-4.599;3.735
;173.51;171.48;-0.5;-0.959;-4.976;1.682
;173.51;171.49;-2.056;-4.099;-4.042;0.601
;173.51;171.5;-3.061;-0.516;-1.731;-1.864
;173.51;171.5;-5.015;-0.978;-3.692;-2.251
;173.51;171.51;-2.752;-0.137;1.701;0.637
;173.51;171.52;-1.62;2.174;-0.507;-1.879
;173.52;171.53;-2.665;-3.031;-3.977;-2.975
;173.52;171.53;-1.114;2.385;-0.567;1.564
;173.52;171.54;0.291;0.037;-0.431;-0.254
;173.52;171.54;2.608;5.756;2.395;-4.355
;173.52;171.54;0.023;9.25;-3.156;-3.426
;173.52;171.55;0.217;2.876;-3.873;-4.313
;173.52;171.55;2.794;3.304;0.12;-3.25
;173.52;171.55;0.821;-9.462;-3.979;-1.377
;173.52;171.55;2.558;-8.461;-2.9;-2.866
;173.52;171.55;1.245;-3.492;-1.004;-1.636
;173.52;171.55;-0.618;-4.619;3.162;0.696
;173.52;171.55;-1.627;-3.568;2.017;1.16
;173.52;171.55;-3.642;-6.942;-0.195;1.166
;173.51;171.55;-1.642;-3.254;5.132;0.941
;173.51;171.55;-3.44;-3.279;5.484;-1.551
;173.51;171.55;-1.862;0.638;8.342;-2.233
;173.5;171.55;-0.023;3.347;4.884;1.711
;173.5;171.55;-2.265;4.915;-0.753;0.89
;173.5;171.54;0.427;10.085;1.229;-1.379
;173.49;171.54;0.291;6.25;-0.743;1.059
;173.49;171.54;0.902;4.894;-2.262;4.592
;173.48;171.54;-0.22;4.418;-0.941;7.434
;173.48;171.54;-1.809;0.232;0.623;1.235
;173.47;171.54;2.505;-0.671;-4.398;-1.632
;173.47;171.55;4.479;2.216;-5.564;0.953
;173.46;171.55;5.494;0.297;-1.765;-1.617
;173.45;171.55;1.262;1.402;-5.557;0.719
;173.45;171.56;-0.481;4.433;-5.208;1.304
;173.44;171.56;3.978;6.729;-2.547;3.579
;173.43;171.57;-0.117;11.921;-2.332;4.116
;173.43;171.57;-2.629;8.722;0.348;0.212
;173.42;171.58;0.298;13.595;0.715;0.754
;173.41;171.59;-3.029;19.581;3.162;-3.295
;173.41;171.59;-2.448;9.362;10.009;-2.599
;173.4;171.6;-0.174;2.411;9.069;-0.765
;173.39;171.61;-2.289;2.091;6.965;3.233
;173.38;171.62;-0.164;0.404;5.875;4.818
;173.38;171.62;0.771;-2.313;3.774;-9.522
;173.37;171.63;0.033;-7.862;2.878;-14.165
;173.36;171.64;-2.404;-7.131;3.473;-13.191
;173.35;171.65;0.283;-3.862;9.262;-14.629
;173.35;171.66;3.72;-9.386;3.067;-7.71
;173.34;171.67;0.444;-12.25;3.33;0.284
;173.33;171.68;0.789;-21.356;5.795;3.952
;173.32;171.69;0.455;-27.001;-8.954;5.887
;173.31;171.7;4.182;-24.448;-9.759;6.483
;173.3;171.71;3.453;-26.718;-9.203;2.167
;173.3;171.72;-1.604;-18.528;-9.766;2.968
;173.29;171.73;0.347;-17.625;-6.569;7.647
;173.28;171.74;-1.333;-12.762;-6.693;5.654
;173.27;171.75;-2.59;3.393;-3.953;3.968
;173.27;171.76;-1.248;2.093;-6.865;8.299
;173.26;171.77;0.823;8.726;-7.374;9.689
;173.25;171.78;-1.331;16.83;-4.2;4.689
;173.24;171.79;-1.794;16.913;-1.428;3.31
;173.24;171.8;1.587;19.184;-1.718;4.058
;173.23;171.8;-1.319;12.661;-4.667;3.256
;173.22;171.81;-1.632;18.4;-5.439;0.322
;173.21;171.82;-3.993;20.734;-1.814;-2.883
;173.21;171.83;-4.783;11.364;6.3;-3.337
;173.2;171.83;-0.617;10.524;7.078;-2.917
;173.19;171.84;-1.692;7.289;5.839;-3.747
;173.19;171.84;-0.446;9.815;3.59;-6.163
;173.18;171.84;-1.578;6.251;2.355;-7.028
;173.18;171.85;-3.512;0.11;6.293;-6.481
;173.17;171.85;1.748;2.258;8.075;-3.994
;173.16;171.85;5.532;-6.385;9.125;-0.732
;173.16;171.85;5.231;-7.605;7.578;-0.908
;173.15;171.85;5.136;-3.591;5.938;-4.193
;173.14;171.85;5.771;-10.942;3.993;-0.984
;173.14;171.84;7.658;-19.212;2.804;1.71
;173.13;171.84;9.43;-23.142;0.519;-1.238
;173.13;171.83;3.981;-16.282;-0.402;1.627
;173.12;171.83;0.675;-7.331;0.34;1.407
;173.11;171.82;0.411;-7.049;-3.762;1.648
;173.11;171.81;-2.179;-3.597;-2.672;3.983
;173.1;171.8;-2.93;2.394;-4.179;1.622
;173.1;171.8;-5.371;6.43;-2.448;0.494
;173.09;171.79;-2.93;9.015;-1.547;1.397
;173.09;171.78;-2.727;7.278;-8.356;0.291
;173.09;171.77;-8.895;9.739;-1.917;-2.174
;173.08;171.76;-9.511;17.369;1.058;0.307
;173.08;171.75;-8.652;22.979;0.89;0.195
;173.07;171.74;-7.103;21.308;1.178;0.43
;173.07;171.73;-2.343;14.791;0.672;2.512
;173.07;171.72;-1.516;9.871;1.275;3.557
;173.06;171.71;-2.373;6.627;-8.755;1.883
;173.06;171.7;1.172;7.661;-4.828;-2.771
;173.06;171.69;3.551;7.657;0.366;1.493
;173.06;171.68;4.037;2.325;-4.929;-0.13
;173.05;171.66;3.186;-9.847;-2.615;-1.751
;173.05;171.65;3.928;-18.497;-5.297;2.327
;173.05;171.64;5.883;-15.14;-8.388;-1.803
;173.05;171.63;3.816;-20.985;-5.952;-1.423
;173.04;171.62;2.534;-26.728;-4.689;-1.849
;173.04;171.61;3.613;-26.682;-3.694;-5.133
;173.04;171.59;5.531;-32.328;5.224;-1.947
;173.03;171.58;6.366;-26.366;14.012;0.465
;173.03;171.57;2.573;-16.54;14.96;-2.098
;173.03;171.56;-0.197;-7.768;13.551;-3.095
;173.03;171.55;-0.244;-0.838;8.935;0.791
;173.02;171.54;-3.666;1.373;4.3;2.642
;173.02;171.53;-3.039;8.674;-0.621;0.572
;173.02;171.52;-0.832;10.316;-1.437;-0.776
;173.02;171.51;0.217;11.959;-1.319;0.305
;173.01;171.49;2.256;16.119;-3.809;-1.015
;173.01;171.48;0.222;18.132;-2.198;-0.036
;173.01;171.47;-3.617;22.055;0.023;1.947
;173;171.46;-9.145;23.984;-3.026;-0.46
;173;171.46;-6.243;22.121;-5.563;1.936
;173;171.45;-3.129;20.237;-0.534;2.15
;172.99;171.44;-2.711;19.423;3.88;1.955
;172.99;171.43;-0.036;13.144;2.3;4.794
;172.98;171.43;-2.394;7.67;-2.477;1.909
;172.98;171.42;3.283;-0.131;-3.774;1.387
;172.97;171.42;7.004;-4.154;0.031;1.731
;172.96;171.41;6.766;-6.99;2.671;-1.896
;172.96;171.41;4.047;-16.294;2.304;-1.659
;172.95;171.4;-2.051;-16.451;-0.077;1.047
;172.94;171.4;1.19;-19.624;-1.642;1.024
;172.93;171.4;1.324;-19.258;0.106;3.962
;172.92;171.39;-1.505;-14.059;3.746;6.794
;172.91;171.39;-1.588;-15.56;6.141;6.74
;172.9;171.39;-1.018;-14.763;3.208;6.488
;172.89;171.39;-4.538;-11.747;-0.527;6.24
;172.89;171.38;-3.64;-3.028;-0.131;3.194
;172.88;171.38;1.835;1.212;-1.428;-9.823
;172.87;171.38;-0.259;-0.217;-3.235;-15.476
;172.86;171.38;2.211;4.741;-2.604;-13.649
;172.85;171.38;-0.128;9.135;-6.246;-12.726
;172.84;171.38;-3.458;11.129;-13.086;-5.105
;172.83;171.38;-0.086;9.634;-12.437;-0.966
;172.82;171.37;0.091;5.045;-14.177;0.493
;172.81;171.37;3.065;4.275;-12.761;-1.748
;172.8;171.37;3.516;1.996;-2.613;-9.185
;172.79;171.37;3.237;2.15;1.926;-8.826
;172.79;171.36;3.709;5.211;12.429;-3.463
;172.78;171.36;3.488;3.099;16.307;-3.596
;172.77;171.35;3.797;2.512;9.299;-0.918
;172.76;171.35;0.667;3.922;5.976;4.849
;172.75;171.34;0.779;3.198;3.178;7.608
;172.74;171.33;0.855;1.489;5.03;13.498
;172.74;171.33;-5.28;4.171;3.108;12.897
;172.73;171.32;-8.302;5.046;-1.738;10.015
;172.72;171.31;-5.125;-0.806;-0.236;8.897
;172.71;171.3;-2.182;-0.739;1.11;3.535
;172.71;171.29;-1.848;0.466;5.483;1.891
;172.7;171.28;-2.279;-3.496;7.344;0.116
;172.69;171.27;-1.658;-1.354;-1.133;-1.868
;172.69;171.26;-2.36;2.978;-1.687;-0.291
;172.68;171.25;-1.547;2.872;-1.413;0.719
;172.68;171.24;0.737;3.327;-1.588;-0.75
;172.67;171.22;-1.571;0.765;1.761;-2.687
;172.66;171.21;-2.163;0.641;-1.757;-4.289
;172.66;171.2;1.332;1.504;-0.778;-2.913
;172.65;171.18;1.256;-5.065;-2.193;-1.634
;172.65;171.17;1.048;-7.265;-3.002;-3.079
;172.65;171.15;4.788;-10.693;-2.718;1.074
;172.64;171.13;3.826;-13.277;-2.106;-0.115
;172.64;171.12;2.189;-10.069;3.078;-2.35
;172.63;171.1;3.625;-10.378;-1.452;2.92
;172.63;171.08;2.594;-6.3;-3.072;0.369
;172.63;171.07;0.536;-1.559;-1.206;-3.213
;172.63;171.05;-0.205;0.499;-2.663;-3.074
;172.62;171.03;0.739;-2.041;1.708;-0.101
;172.62;171.01;-0.037;-2.129;4.186;2.751
;172.62;170.99;1.107;3.746;1.273;-0.127
